init_coverage,adam_coverage,bf_coverage,combined_coverage,systems_area,protection_area,Number_of_systems,Number_of_areas,average_system_size,average_area_size,precision,recall,Fscore,env_area
1.582626119,1.750866869,2.266649402,2.289533416,114.3645251,5.85779001,2,20,57.18226255,0.2928895,0.020019612,0.390852764,0.019044163,20
1.004329594,1.004329594,2.438944289,2.571020386,61.34329737,9.355974324,2,30,30.67164869,0.311865811,0.041912002,0.274799855,0.036365585,20
2.040466448,3.087343897,2.973447876,3.087343897,61.34329737,11.40618889,2,40,30.67164869,0.285154722,0.050328952,0.270672696,0.042438016,20
1.526466738,2.948214733,2.516269188,2.695087689,61.34329737,8.905379862,2,30,30.67164869,0.296845995,0.04393451,0.302635904,0.03836496,20
1.884499438,2.194664264,2.986565537,3.810102396,61.34329737,11.31378,2,40,30.67164869,0.2828445,0.062111144,0.336766527,0.052439522,20
2.838996776,4.843608761,4.628775866,4.843608761,61.34329737,14.15638768,2,50,30.67164869,0.283127754,0.078959055,0.342150051,0.064154026,20
2.078676463,4.485529772,4.306822899,4.485529746,61.34329737,14.25978464,2,50,30.67164869,0.285195693,0.073121758,0.314558029,0.059329985,20
1.383011373,3.927789637,3.652679242,3.927469278,61.34329737,17.68340401,2,60,30.67164869,0.2947234,0.064024424,0.222099166,0.049698003,20
1.293251789,3.557465388,4.918808687,5.547684567,61.34329737,17.65596463,2,60,30.67164869,0.294266077,0.090436687,0.314210222,0.070224511,20
2.519469405,5.197616636,5.142951465,5.197604604,66.61005708,19.91186445,2,70,33.30502854,0.284455206,0.078030328,0.261030534,0.06007269,20
1.993347711,4.532484095,4.839540222,5.525449064,66.61005708,20.53902641,2,70,33.30502854,0.293414663,0.082952174,0.269021956,0.063402262,20
3.362149395,4.09422957,5.343752293,5.586357627,66.61005708,23.21076153,2,80,33.30502854,0.290134519,0.083866579,0.240679636,0.062194464,20
2.510749264,6.992730819,6.194469219,6.62932412,66.61005708,23.71251685,2,80,33.30502854,0.296406461,0.099524372,0.279570666,0.073396094,20
0.836875389,3.685269393,6.581459662,7.788874957,76.40843366,26.82944189,2,90,38.20421683,0.29810491,0.101937372,0.290310734,0.075445905,20
2.281280325,5.712925852,5.923852532,7.174081801,76.40843366,26.71055133,2,90,38.20421683,0.296783904,0.09389123,0.268586062,0.069570912,20
2.727169055,3.873845383,5.417700134,6.215463357,76.40843366,28.43298859,2,100,38.20421683,0.284329886,0.081345253,0.218600424,0.059284424,20
2.051145904,5.783230142,6.34907677,7.041760947,76.40843366,28.83394176,2,100,38.20421683,0.288339418,0.092159473,0.24421777,0.066909939,20
0.289191325,0.289191325,1.548955059,1.548955059,120.0348774,3.03941477,3,10,40.01162581,0.303941477,0.012904208,0.509622798,0.012585529,20
0.469648124,0.552728924,0.906994413,0.960643829,120.0348774,3.243642258,3,10,40.01162581,0.324364226,0.008003039,0.296162077,0.007792467,20
1.561830806,1.909076669,1.981789582,2.574932272,120.0348774,5.956889548,3,20,40.01162581,0.297844477,0.021451534,0.432261208,0.020437306,20
1.338051017,1.338051017,1.666973601,1.666973601,120.0348774,5.820768416,3,20,40.01162581,0.291038421,0.01388741,0.28638377,0.013245124,20
1.57467088,2.021600854,4.302598626,5.560296447,191.5036539,8.605034204,3,30,63.8345513,0.286834473,0.029034937,0.64616785,0.027786382,20
2.268686182,2.287877214,5.310388764,5.8001642,191.5036539,8.764322827,3,30,63.8345513,0.292144094,0.030287486,0.661792624,0.028962015,20
2.589256538,4.248481769,6.013639633,6.230190643,191.5036539,11.72666799,3,40,63.8345513,0.2931667,0.032533012,0.531283963,0.030655812,20
3.023048005,5.439670363,5.741375689,6.237097037,191.5036539,11.44745968,3,40,63.8345513,0.286186492,0.032569076,0.544845513,0.030732017,20
4.766858345,5.196837801,5.974190211,6.784762885,134.9649438,14.76046571,3,50,44.98831461,0.295209314,0.050270557,0.459657779,0.045314706,20
3.96761484,7.100687049,6.375868522,6.946819981,134.9649438,14.44902749,3,50,44.98831461,0.28898055,0.051471292,0.480781145,0.046493778,20
5.000634759,6.004616924,7.726383598,8.83372634,134.9649438,17.61192081,3,60,44.98831461,0.293532013,0.065452006,0.501576542,0.057896893,20
5.399120181,6.305196807,7.668876423,8.884719082,134.9649438,17.39989116,3,60,44.98831461,0.289998186,0.065829828,0.510619233,0.058312137,20
3.84669977,4.929817302,6.330895888,7.967659227,119.7713725,20.50050985,3,70,39.92379085,0.292864426,0.066523903,0.388656638,0.056801542,20
2.838944166,4.693919259,7.408963788,7.932492856,119.7713725,20.08865087,3,70,39.92379085,0.286980727,0.066230291,0.394874345,0.056717371,20
2.936590076,6.893433765,7.747350104,8.942257883,119.7713725,23.05285585,3,80,39.92379085,0.288160698,0.074661062,0.38790239,0.062610231,20
2.450652674,3.465250564,6.426840181,7.547844569,119.7713725,23.36712535,3,80,39.92379085,0.292089067,0.06301877,0.323011259,0.052731059,20
7.631549519,13.52332087,12.95697552,14.6250082,197.8794423,26.63636367,3,90,65.95981409,0.295959596,0.073908679,0.549061741,0.065140216,20
6.479262769,8.872977469,11.227335,13.71814928,197.8794423,25.74792004,3,90,65.95981409,0.286088,0.069325793,0.532786697,0.061343787,20
5.970194642,6.456720773,13.63546176,15.42341701,197.8794423,27.70249531,3,100,65.95981409,0.277024953,0.077943504,0.556751904,0.068371684,20
6.91702096,14.96162545,14.24734123,16.20341408,197.8794423,28.73570047,3,100,65.95981409,0.287357005,0.081885283,0.56387747,0.071501904,20
0.619740783,1.150268206,1.779826754,1.779826754,185.2935429,2.837368101,4,10,46.32338573,0.28373681,0.009605444,0.627280878,0.009460576,20
0.562632127,1.202351629,1.564519379,1.564519379,185.2935429,2.955530549,4,10,46.32338573,0.295553055,0.008443464,0.529353141,0.008310901,20
2.499648208,2.713441867,3.010104812,3.02227677,185.2935429,5.939503388,4,20,46.32338573,0.296975169,0.016310751,0.508843345,0.015804155,20
3.312963356,3.876225324,3.654714743,4.253679284,185.2935429,5.602612131,4,20,46.32338573,0.280130607,0.022956436,0.759231441,0.022282687,20
1.20511263,1.625412712,4.101935811,4.658515279,171.6169883,8.683635559,4,30,42.90424707,0.289454519,0.027144838,0.536470612,0.025837488,20
0.944011372,0.944011372,3.456701222,4.493398978,171.6169883,8.941272355,4,30,42.90424707,0.298042412,0.026182717,0.502545812,0.024886145,20
2.682322526,3.691122455,5.311687726,6.089728356,171.6169883,12.31155083,4,40,42.90424707,0.307788771,0.035484415,0.494635358,0.033109209,20
3.056868943,3.30547613,4.266326767,4.588468007,171.6169883,12.03205361,4,40,42.90424707,0.30080134,0.026736677,0.381353687,0.024984982,20
