init_coverage,adam_coverage,bf_coverage,combined_coverage,systems_area,protection_area,Number_of_systems,Number_of_areas,average_system_size,average_area_size,precision,recall,Fscore,env_area
0.0,0.0,1.1299209756077637,1.1299209756077637,16.647687855233436,12.388271663928222,1,10,16.647687855233436,1.2388271663928223,0.0678725469526723,0.09120892778754859,0.03891453887935394,10.0
3.1256181185254164,4.200649727316587,3.7494604557509175,4.200649727316587,16.647687855233436,19.117787212424503,1,10,16.647687855233436,1.9117787212424502,0.25232631485194823,0.2197246826027343,0.11744985127053874,10.0
0.0,0.0,0.5573362732554411,0.5573362732554411,16.647687855233436,4.888878401779481,1,10,16.647687855233436,0.48888784017794806,0.03347829909486407,0.1140008458898423,0.02587860416578509,10.0
1.012005671632129,2.1227950281654886,2.5525831092243148,5.50210230951066,66.59075142093374,13.027334410104107,1,10,66.59075142093374,1.3027334410104108,0.08262562280955124,0.42235058503166883,0.06910618676750141,20.0
0.38443330742352316,0.38443330742352316,0.9210801018317318,1.8639148606180975,66.59075142093374,5.089149619090841,1,10,66.59075142093374,0.508914961909084,0.027990596604563163,0.36625271413244076,0.026003312414972862,20.0
1.3630051182406278,1.8763093450578823,1.5281349868151288,1.5281349868151288,149.82919069710096,4.950910580339191,1,10,149.82919069710096,0.4950910580339191,0.010199180678379629,0.3086573594933389,0.009872942156020293,30.0
9.788163716535031,10.146974442003254,7.458524943266202,10.146974407708777,149.82919069710096,18.67537573370597,1,10,149.82919069710096,1.867537573370597,0.06772361487436848,0.5433344181340976,0.060217800755420076,30.0
6.600026691551667,8.392905342521718,8.389701411266184,8.392905342358862,66.59075142093374,19.02458065674661,1,10,66.59075142093374,1.902458065674661,0.12603710219915665,0.44116112169770844,0.09803040108217795,20.0
6.869146181968643,9.12723106042343,7.7039653793969,9.127231060423428,149.82919069710096,13.144115381584372,1,10,149.82919069710096,1.3144115381584371,0.06091757566037518,0.6943967543994006,0.05600445422648971,30.0
0.7877694787613894,2.0943554651261276,1.7704058322185015,1.864311063726451,16.647687855233436,28.703838196856115,1,60,16.647687855233436,0.47839730328093527,0.11198618570568517,0.064949887570459,0.04110801170362279,10.0
4.212101729726697,5.213383033049553,4.691780007289941,5.160260145774508,66.59075142093374,28.71912569618409,1,60,66.59075142093374,0.4786520949364015,0.07749214471474349,0.17968026604863363,0.0541419242355493,20.0
10.064842426403912,12.703159891374519,11.911906920001295,12.833845167311086,149.82919069710096,29.81085621981876,1,60,149.82919069710096,0.496847603663646,0.08565650730408308,0.4305091095900469,0.07144200520748309,30.0
1.4097329354250756,3.089985502661764,2.949718787923368,3.089962934325303,9.937613681794646,71.64247261852269,1,60,9.937613681794646,1.1940412103087115,0.3109361093384023,0.043130322298876284,0.03787643620466829,10.0
2.0327063989245566,3.43041764843924,4.285463156841571,5.242751466129942,9.937613681794646,111.17024919988667,1,60,9.937613681794646,1.8528374866647779,0.5275664393892143,0.0471596628042396,0.04328993462011588,10.0
4.646522890154176,4.646522890154176,8.256822881156555,14.983259158065687,89.43852313615182,69.91767476144622,1,60,89.43852313615182,1.165294579357437,0.1675257890300441,0.21429859058081416,0.09402369883155656,30.0
10.261578143430677,14.304049747137334,13.915099669600114,14.308800969847175,39.750454727178585,114.96871687843903,1,60,39.750454727178585,1.916145281307317,0.35996571782772124,0.12445821227157329,0.0924824042253833,20.0
7.323823506775531,8.458356721077863,9.09427276075779,9.313832612575851,39.750454727178585,70.50538227520418,1,60,39.750454727178585,1.1750897045867363,0.23430757400135357,0.1321010157241769,0.08447473499633917,20.0
11.630423427713291,25.56525571468348,24.54629772455884,24.83649500388328,89.43852313615182,112.00817492140202,1,60,89.43852313615182,1.8668029153567003,0.27769348299809027,0.2217382349217944,0.12329065327636907,30.0
1.4783471415276757,1.563184535837594,1.5586584688381846,2.1426797421808033,45.125273883638116,5.313757233764368,3,10,15.041757961212705,0.5313757233764368,0.04748291938805746,0.4032325241668761,0.04248058883592504,10.0
0.4626566783382951,0.4626566783382951,1.8174193624258808,1.8174193624258808,180.50109553455246,4.748432646028106,3,10,60.16703184485082,0.47484326460281057,0.010068744220325138,0.38274089534492756,0.009810655823394415,20.0
1.4051620167515675,1.4051620167515675,3.7212986790389233,3.7388200293121554,45.125273883638116,12.478526212829184,3,10,15.041757961212705,1.2478526212829184,0.08285423461258606,0.29962032098536373,0.06490578786557256,10.0
1.5609075610667758,1.5609075610667758,4.752830011962927,4.752830011962927,406.127464952743,5.2862212288119075,3,10,135.37582165091433,0.5286221228811907,0.011702803730636552,0.8990978255049569,0.011552435350596297,30.0
1.1951676058227425,2.2491357732959747,5.010566457597704,5.010566457597704,180.50109553455246,11.086667850734568,3,10,60.16703184485082,1.1086667850734568,0.027759202473308837,0.4519452124892259,0.02615285219192913,20.0
1.3360744832076328,2.4758863826339716,3.6475745997655635,4.76548672895578,34.38937181885067,16.120417556199545,3,10,11.46312393961689,1.6120417556199544,0.13857440473348687,0.29561807021078573,0.09434778461598055,10.0
3.5448081085360483,4.822014097593714,9.672390634516045,9.672390634516045,406.127464952743,12.316443199465828,3,10,135.37582165091433,1.2316443199465827,0.02381614510026187,0.7853233663218243,0.023115142665663363,30.0
6.327387464787404,9.605650103801093,11.634552733614388,11.634554469847695,309.504346369656,19.904508981014832,3,10,103.168115456552,1.9904508981014832,0.03759092434828681,0.5845185370282119,0.03531949515280085,30.0
6.9678931541076,14.85506094644122,13.602727518979282,13.762618792042577,137.55748727540268,18.087673133088586,3,10,45.85249575846756,1.8087673133088586,0.10004994322474468,0.7608838732753306,0.0884230435172063,20.0
